Company,TypeName,Ram,Memory,Gpu,OpSys,Weight,Price,Tochscreen,IPS,CPU,HDD,SSD,PPI
Acer,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.7,110766,0,1,Intel Core i7,1000,128,141.21
HP,Notebook,8,256 SSD,Intel,Windows 10,1.34,104524,0,1,Intel Core i5,0,256,165.63
Dell,Notebook,4,128 SSD,Intel,Windows 10,2.18,48086,0,0,Intel Core i3,0,128,100.45
HP,Notebook,4,500 HDD,Intel,Windows 10,1.64,68481,0,0,Intel Core i5,500,0,111.94
Toshiba,Notebook,4,128 SSD,Intel,Windows 10,1.2,105052,0,0,Intel Core i5,0,128,165.63
HP,Notebook,4,256 SSD,Intel,Windows 10,1.48,96700,0,0,Intel Core i5,0,256,111.94
HP,Notebook,4,256 SSD,Intel,Windows 10,1.95,105931,0,0,Intel Core i5,0,256,157.35
HP,Ultrabook,8,256 SSD,Intel,Windows 7,1.43,127381,0,0,Intel Core i7,0,256,157.35
HP,Notebook,8,256 SSD,Nvidia,Windows 10,1.64,92240,0,0,Intel Core i5,0,256,157.35
HP,Notebook,4,500 HDD,Intel,Windows 10,1.64,60130,0,0,Intel Core i3,500,0,111.94
Dell,Gaming,8,1.0000 Hybrid,Nvidia,Windows 10,2.65,83426,0,0,Intel Core i5,0,0,141.21
HP,Ultrabook,4,500 HDD,Intel,Windows 10,1.26,135293,0,0,Intel Core i5,500,0,176.23
HP,Notebook,4,256 SSD,Intel,Windows 10,1.48,139776,0,0,Intel Core i5,0,256,157.35
HP,Ultrabook,8,256 SSD,Intel,Windows 10,1.54,165904,0,0,Intel Core i7,0,256,157.35
HP,Notebook,4,500 HDD,Intel,Windows 10,1.49,70328,0,0,Intel Core i3,500,0,117.83
Toshiba,Notebook,8,256 SSD,Intel,Windows 10,1.5,106371,0,0,Intel Core i5,0,256,117.83
HP,Notebook,4,256 SSD,Intel,Windows 10,2.04,67689,0,0,Intel Core i3,0,256,100.45
Lenovo,Notebook,16,512 SSD,Nvidia,Windows 7,2.4,260916,0,1,Intel Core i7,0,512,254.67
Toshiba,Notebook,8,256 SSD,Intel,Windows 10,1.47,130985,0,1,Intel Core i5,0,256,157.35
HP,Notebook,8,256 SSD,Intel,Windows 10,1.43,195951,0,0,Intel Core i7,0,256,157.35
Dell,2 in 1 Convertible,4,1000 HDD,Intel,Windows 10,2.08,69975,1,1,Intel Core i3,1000,0,141.21
Toshiba,Ultrabook,8,256 SSD,Intel,Windows 10,1.2,139776,0,0,Intel Core i5,0,256,165.63
HP,Notebook,8,256 SSD,Intel,Windows 10,1.11,101008,0,1,Intel Core i5,0,256,165.63
HP,Notebook,8,256 SSD,Nvidia,Windows 10,1.64,104211,0,0,Intel Core i7,0,256,157.35
Dell,Notebook,8,500 HDD,Intel,Windows 10,2.09,91992,0,0,Intel Core i5,500,0,141.21
HP,Ultrabook,4,256 SSD,Intel,Windows 10,1.26,137051,0,0,Intel Core i5,0,256,125.37
HP,Notebook,4,500 HDD,Intel,Windows 10,2.31,104524,0,0,Intel Core i5,500,0,111.94
HP,Notebook,4,500 HDD,Intel,Windows 10,1.95,93184,0,0,Intel Core i5,500,0,111.94
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.29,142765,1,0,Intel Core i5,0,256,276.05
HP,Notebook,8,256 SSD,Nvidia,Windows 10,2.63,94942,0,0,Intel Core i5,0,256,127.34
HP,Notebook,4,256 SSD,Intel,Windows 10,1.64,85536,0,0,Intel Core i5,0,256,111.94
Acer,Notebook,6,1000 HDD,AMD,Windows 10,2.1,35955,0,0,AMD A Series,1000,0,100.45
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.7,104771,0,0,Intel Core i7,1000,128,127.34
HP,Notebook,8,256 SSD,Intel,Windows 7,1.95,105052,0,0,Intel Core i5,0,256,157.35
HP,Notebook,8,256 SSD,Intel,Windows 10,1.84,108040,0,0,Intel Core i7,0,256,141.21
HP,Ultrabook,8,256 SSD,Intel,Windows 10,1.26,118590,0,0,Intel Core i7,0,256,176.23
HP,Notebook,4,500 HDD,Intel,Windows 10,2.04,65229,0,0,Intel Core i5,500,0,100.45
Toshiba,Ultrabook,8,256 SSD,Intel,Windows 10,1.47,151644,0,1,Intel Core i7,0,256,157.35
Dell,Notebook,8,256 SSD,Intel,Windows 7,2.09,93443,0,0,Intel Core i5,0,256,141.21
HP,Notebook,8,256 SSD,Intel,Windows 10,1.64,88833,0,0,Intel Core i5,0,256,157.35
Lenovo,2 in 1 Convertible,4,256 SSD,Intel,Windows 10,1.8,74459,1,1,Intel Core i7,0,256,141.21
Toshiba,Notebook,16,256 SSD,Nvidia,Windows 10,2.4,125271,0,1,Intel Core i7,0,256,141.21
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,2.3,92270,0,0,Intel Core i5,0,256,141.21
HP,Notebook,4,500 HDD,Intel,Windows 10,1.54,87910,0,0,Intel Core i5,500,0,157.35
HP,Notebook,8,256 SSD +  500 HDD,Intel,Windows 10,1.84,184904,0,0,Intel Core i5,500,256,141.21
HP,Notebook,8,256 SSD,Intel,Windows 7,1.43,129139,0,0,Intel Core i5,0,256,157.35
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,3.78,135877,0,1,Intel Core i7,1000,256,127.34
Lenovo,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,4.6,201313,0,1,Intel Core i7,1000,128,127.34
Asus,Netbook,4,16 Flash Storage,Intel,Linux/Android/Chrome OS,1.2,25309,0,0,Intel Celeron,0,0,135.09
Lenovo,Notebook,16,256 SSD,Intel,Windows 7,1.1,230324,0,1,Intel Core i7,0,256,209.8
HP,Notebook,8,1000 HDD,Nvidia,Windows 10,1.91,86063,0,1,Intel Core i7,1000,0,141.21
Dell,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,2.3,96173,1,1,Intel Core i5,0,256,141.21
HP,Notebook,4,256 SSD,Intel,Windows 10,2.04,86063,0,0,Intel Core i5,0,256,100.45
Dell,Ultrabook,16,1000 SSD,Intel,Windows 10,1.2,198149,1,0,Intel Core i7,0,1000,276.05
HP,Notebook,4,500 HDD,Intel,Windows 10,2.31,61989,0,0,Intel Core i3,500,0,100.45
HP,Notebook,4,500 HDD,Intel,No OS,1.96,43867,0,0,Intel Core i5,500,0,100.45
Acer,Notebook,8,1000 HDD,AMD,Windows 10,2.4,39471,0,0,AMD A Series,1000,0,100.45
Dell,2 in 1 Convertible,12,256 SSD,Intel,Windows 10,1.6,114195,1,1,Intel Core i7,0,256,165.63
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.94,159908,0,0,Intel Core i7,1000,256,141.21
HP,Notebook,8,256 SSD,Intel,Windows 10,2.04,94063,0,0,Intel Core i7,0,256,141.21
Asus,Gaming,16,1000 HDD,Nvidia,No OS,4.0,87734,0,1,Intel Core i7,1000,0,127.34
Dell,Notebook,4,1000 HDD,Intel,Windows 10,2.25,49141,0,0,Intel Core i5,1000,0,141.21
Dell,Notebook,16,2000 HDD,AMD,Windows 10,2.32,87030,0,0,Intel Core i7,2000,0,141.21
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,1.8,169578,0,0,Intel Core i7,1000,256,141.21
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.29,128172,0,0,Intel Core i7,0,256,165.63
Asus,Gaming,64,1000 SSD,Nvidia,Windows 10,3.58,349442,0,1,Intel Core i7,0,1000,127.34
Dell,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.62,70153,1,0,Intel Core i7,0,256,165.63
Dell,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,3.21,116832,0,0,Intel Core i7,1000,256,282.42
Apple,Ultrabook,8,256 Flash Storage,Intel,Mac OS,0.92,114283,0,1,Intel Core M,0,0,226.42
Dell,Notebook,4,500 HDD,Intel,Windows 10,2.06,42370,0,0,Intel Core i3,500,0,100.45
HP,Notebook,4,500 HDD,Intel,Windows 10,2.31,105404,0,0,Intel Core i5,500,0,100.45
HP,Ultrabook,8,256 SSD,Intel,Windows 7,1.26,105404,0,0,Intel Core i5,0,256,176.23
HP,Notebook,8,256 SSD,Intel,Windows 10,1.49,95821,0,0,Intel Core i7,0,256,165.63
Lenovo,Ultrabook,8,256 SSD,Intel,Windows 10,1.3,150632,1,1,Intel Core i7,0,256,176.23
Lenovo,Notebook,8,1.0000 HDD,AMD,Windows 10,3.0,57932,0,0,Intel Core i5,10000,0,106.11
Lenovo,Notebook,4,1000 HDD,Nvidia,Windows 10,2.3,85888,0,1,Intel Core i5,1000,0,141.21
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,3.78,219687,0,0,Intel Core i7,1000,256,127.34
Lenovo,Notebook,4,500 HDD,Intel,Windows 10,2.1,47471,0,0,Intel Core i5,500,0,100.45
HP,Notebook,4,500 HDD,Intel,Windows 7,2.31,82635,0,0,Intel Core i5,500,0,141.21
Lenovo,Ultrabook,8,512 SSD,Intel,Windows 10,0.99,122986,1,1,Intel Core M,0,512,234.98
Lenovo,Gaming,32,512 SSD +  1.0000 Hybrid,Nvidia,Windows 10,4.6,284828,0,1,Intel Core i7,0,512,127.34
Lenovo,2 in 1 Convertible,4,64 Flash Storage,Intel,Windows 10,0.69,56813,1,1,Intel Atom,0,0,224.17
HP,Ultrabook,16,512 SSD,Intel,Windows 10,1.3,180127,0,1,Intel Core i7,0,512,331.26
Dell,Notebook,8,256 SSD,Intel,Windows 10,2.18,65932,0,0,Intel Core i5,0,256,141.21
HP,Notebook,4,500 HDD,Intel,Windows 7,1.54,90634,0,0,Intel Core i5,500,0,157.35
HP,Workstation,8,256 SSD,AMD,Windows 7,1.9,131425,0,0,Intel Core i7,0,256,141.21
Lenovo,Notebook,8,180 SSD,Intel,Windows 7,1.7,105404,0,0,Intel Core i5,0,180,157.35
HP,Notebook,4,32 Flash Storage,Intel,Linux/Android/Chrome OS,1.29,54064,0,0,Intel Pentium,0,0,276.05
Acer,Notebook,4,500 HDD,AMD,Windows 10,2.4,34021,0,0,AMD A Series,500,0,100.45
Dell,Notebook,4,500 HDD,Intel,Linux/Android/Chrome OS,2.2,34591,0,0,Intel Pentium,500,0,100.45
HP,Notebook,4,1000 HDD,Intel,No OS,1.86,30415,0,0,Intel Core i3,1000,0,100.45
Asus,Gaming,8,256 SSD +  1000 HDD,Nvidia,Windows 10,2.7,140568,0,1,Intel Core i7,1000,256,127.34
Dell,Ultrabook,4,256 SSD,AMD,Windows 10,1.4,71941,0,1,Intel Core i5,0,256,165.63
HP,Netbook,4,128 SSD,Intel,Windows 7,2.4,140568,0,0,Intel Core i5,0,128,125.37
Acer,Notebook,8,256 SSD +  1000 HDD,Nvidia,Windows 10,2.4,70240,0,0,Intel Core i5,1000,256,141.21
Dell,Notebook,8,1000 HDD,AMD,Windows 10,2.36,56156,0,0,Intel Core i5,1000,0,141.21
MSI,Gaming,8,256 SSD,Nvidia,Windows 10,2.6,140568,0,0,Intel Core i7,0,256,127.34
HP,Notebook,4,1000 HDD,Intel,Windows 10,1.96,43955,0,0,Intel Pentium,1000,0,100.45
Asus,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,4.3,202105,0,1,Intel Core i7,1000,128,127.34
Dell,Ultrabook,4,500 HDD,Intel,Windows 7,1.5,99791,0,0,Intel Core i3,500,0,125.37
Dell,Ultrabook,4,128 SSD,Intel,Windows 7,1.5,102588,0,0,Intel Core i3,0,128,125.37
Acer,Notebook,4,16 SSD,Intel,Linux/Android/Chrome OS,2.2,18373,0,0,Intel Celeron,0,16,100.45
HP,Workstation,8,1000 HDD,AMD,Windows 7,3.0,254851,0,1,Intel Core i7,1000,0,127.34
Lenovo,Gaming,16,512 SSD,Nvidia,Windows 10,2.4,105404,0,0,Intel Core i7,0,512,141.21
Dell,Ultrabook,8,256 SSD,Intel,Windows 7,1.5,124225,0,0,Intel Core i5,0,256,125.37
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.9,132848,0,0,Intel Core i7,1000,128,127.34
Lenovo,2 in 1 Convertible,4,256 SSD,Intel,Windows 10,2.1,76217,1,1,Intel Core i5,0,256,141.21
HP,Notebook,4,1000 HDD,AMD,Windows 10,2.1,34988,0,0,AMD A Series,1000,0,141.21
Asus,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,2.59,117711,0,1,Intel Core i7,1000,128,141.21
HP,Notebook,8,256 SSD,Intel,Windows 10,1.16,149359,1,0,Intel Core M,0,256,276.05
Dell,Notebook,4,500 HDD,AMD,Windows 7,2.24,67615,0,0,Intel Core i5,500,0,100.45
Lenovo,Notebook,4,128 SSD,Intel,Windows 10,2.1,37713,0,0,Intel Core i3,0,128,100.45
HP,Ultrabook,8,512 SSD,Intel,Windows 10,1.16,173094,0,0,Intel Core i7,0,512,165.63
Lenovo,2 in 1 Convertible,4,64 Flash Storage,Intel,Linux/Android/Chrome OS,0.69,48262,1,1,Intel Atom,0,0,224.17
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.23,121227,0,0,Intel Core i7,0,256,165.63
Lenovo,Gaming,16,256 SSD +  1.0000 Hybrid,Nvidia,Windows 10,4.6,241751,0,1,Intel Core i7,0,256,127.34
Toshiba,Ultrabook,16,512 SSD,Intel,Windows 10,1.05,195687,0,0,Intel Core i7,0,512,165.63
Asus,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,3.52,115381,0,0,Intel Core i7,1000,128,127.34
HP,Notebook,8,256 SSD,Intel,Windows 10,1.16,148567,0,0,Intel Core i5,0,256,165.63
HP,Notebook,8,256 SSD,Intel,Windows 7,1.43,133007,0,0,Intel Core i5,0,256,157.35
Dell,Notebook,4,500 HDD,Intel,Linux/Android/Chrome OS,2.09,46032,0,0,Intel Core i5,500,0,100.45
Asus,Notebook,4,1000 HDD,Intel,Windows 10,2.0,38240,0,0,Intel Core i3,1000,0,100.45
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.8,146721,1,1,Intel Core i7,0,256,157.35
Lenovo,2 in 1 Convertible,4,64 Flash Storage,Intel,Windows 10,0.69,42108,1,1,Intel Atom,0,0,224.17
HP,Ultrabook,8,256 SSD,Intel,Windows 7,1.26,166589,0,0,Intel Core i5,0,256,125.37
Lenovo,Gaming,8,128 SSD +  1000 HDD,Nvidia,No OS,2.4,86942,0,1,Intel Core i5,1000,128,141.21
HP,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,3.35,99250,0,1,Intel Core i5,1000,128,127.34
HP,Notebook,8,2000 HDD,Intel,Windows 10,2.04,55295,0,0,Intel Core i7,2000,0,100.45
Lenovo,2 in 1 Convertible,8,512 SSD,Nvidia,Windows 7,1.8,180248,1,1,Intel Core i7,0,512,157.35
Asus,Notebook,4,32 Flash Storage,Intel,Windows 10,1.5,24438,0,0,Intel Celeron,0,0,111.94
HP,Ultrabook,8,256 SSD,Intel,Windows 10,1.84,66108,0,0,Intel Core i7,0,256,141.21
Acer,Notebook,4,1000 HDD,Nvidia,Windows 10,2.23,54152,0,0,Intel Core i5,1000,0,141.21
Lenovo,Notebook,16,1.0000 Hybrid,AMD,Windows 10,2.5,96613,0,0,Intel Core i7,0,0,141.21
HP,Workstation,8,256 SSD,Nvidia,Windows 7,3.0,347191,0,1,Intel Core i7,0,256,127.34
Dell,Notebook,8,1000 HDD,AMD,Windows 10,2.5,68921,0,0,Intel Core i5,1000,0,100.45
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,3.78,210896,0,0,Intel Core i7,1000,256,127.34
HP,Ultrabook,8,256 SSD,Intel,Windows 7,1.88,190915,0,0,Intel Core i7,0,256,141.21
Lenovo,2 in 1 Convertible,16,512 SSD,Intel,Windows 10,2.8,214500,1,1,Intel Core i7,0,512,209.8
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.4,100463,0,0,Intel Core i7,1000,128,141.21
HP,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.48,143205,1,0,Intel Core i5,0,256,165.63
HP,Workstation,8,256 SSD,Nvidia,Windows 7,2.59,195951,0,1,Intel Core i7,0,256,141.21
HP,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.48,158150,1,0,Intel Core i7,0,256,220.84
HP,Workstation,8,256 SSD,Nvidia,Windows 7,2.0,166941,0,0,Intel Core i7,0,256,141.21
HP,Ultrabook,8,256 SSD,Intel,Windows 7,1.26,201924,0,0,Intel Core i7,0,256,176.23
Dell,Notebook,8,256 SSD,Nvidia,Windows 10,2.18,88780,0,0,Intel Core i7,0,256,141.21
HP,Notebook,8,256 SSD,Intel,Windows 7,1.88,138809,0,0,Intel Core i5,0,256,141.21
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.27,205621,1,1,Intel Core i7,0,256,209.8
Lenovo,Notebook,4,1000 HDD,Intel,No OS,1.9,29801,0,0,Intel Core i3,1000,0,100.45
HP,Notebook,4,500 HDD,AMD,Windows 10,1.86,26109,0,0,AMD E Series,500,0,100.45
Lenovo,Notebook,8,1000 HDD,AMD,No OS,2.32,52658,0,0,Intel Core i5,1000,0,141.21
Dell,Gaming,8,1000 HDD,Nvidia,Windows 10,2.62,105404,0,0,Intel Core i7,1000,0,141.21
Dell,Notebook,8,256 SSD,Nvidia,Windows 10,2.04,197857,1,1,Intel Core i5,0,256,282.42
HP,Notebook,4,256 SSD,AMD,Windows 10,1.91,42099,0,0,AMD A Series,0,256,141.21
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.7,131232,0,0,Intel Core i7,1000,256,127.34
Lenovo,Ultrabook,12,512 SSD,Intel,Windows 7,1.4,202105,0,0,Intel Core i7,0,512,157.35
Lenovo,Notebook,8,1.0000 Hybrid,AMD,Windows 10,2.5,69316,0,0,Intel Core i5,0,0,141.21
HP,2 in 1 Convertible,8,512 SSD,Intel,Windows 10,1.48,179424,1,0,Intel Core i7,0,512,220.84
Lenovo,Ultrabook,8,256 SSD,Intel,Windows 7,1.7,131777,0,0,Intel Core i7,0,256,157.35
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,1.7,155512,0,0,Intel Core i7,1000,256,157.35
HP,Gaming,8,1000 HDD,Nvidia,Windows 10,2.62,79031,0,1,Intel Core i7,1000,0,141.21
Lenovo,Notebook,8,1000 HDD,Intel,Windows 10,2.2,40350,0,0,Intel Core i3,1000,0,100.45
HP,Notebook,4,500 HDD,Intel,No OS,2.1,41932,0,0,Intel Core i5,500,0,100.45
Dell,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.62,131689,0,0,Intel Core i7,1000,128,282.42
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,1.95,122194,0,1,Intel Core i5,0,256,141.21
Lenovo,Notebook,4,1000 HDD,Nvidia,Windows 10,2.2,41141,0,0,Intel Core i3,1000,0,141.21
HP,Notebook,2,32 Flash Storage,Intel,Windows 10,1.44,21889,0,0,Intel Celeron,0,0,111.94
MSI,Gaming,8,1000 HDD,Nvidia,Windows 10,2.2,73756,0,1,Intel Core i7,1000,0,141.21
HP,Notebook,8,256 SSD,Intel,Windows 10,1.96,59690,0,0,Intel Core i7,0,256,141.21
HP,Notebook,16,512 SSD,Intel,Windows 10,2.1,101887,0,0,Intel Core i7,0,512,141.21
Asus,Notebook,4,500 HDD,Intel,Windows 10,2.2,32438,0,0,Intel Celeron,500,0,100.45
Lenovo,Notebook,4,500 HDD,Intel,No OS,2.1,34988,0,0,Intel Core i5,500,0,100.45
Lenovo,Notebook,8,1000 HDD,Nvidia,No OS,2.2,62328,0,0,Intel Core i7,1000,0,141.21
Asus,Notebook,4,256 SSD,Intel,Windows 10,2.0,67602,0,0,Intel Core i3,0,256,157.35
Lenovo,Notebook,4,1.0000 Hybrid,Intel,Windows 7,2.32,72525,0,0,Intel Core i7,0,0,141.21
Lenovo,Gaming,16,512 SSD,Nvidia,Windows 10,3.31,114722,0,1,Intel Core i7,0,512,141.21
MSI,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,1.91,189302,0,0,Intel Core i7,1000,128,141.21
HP,Notebook,4,500 HDD,Intel,Windows 10,2.07,57141,0,0,Intel Core i3,500,0,100.45
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.36,143908,1,1,Intel Core i5,0,256,209.8
Lenovo,Ultrabook,6,256 SSD,Nvidia,Windows 10,1.54,73053,0,0,Intel Core i7,0,256,141.21
Dell,Notebook,8,256 SSD,Nvidia,Linux/Android/Chrome OS,1.98,78680,0,0,Intel Core i7,0,256,141.21
Acer,Notebook,4,500 HDD,Intel,Windows 10,2.1,29274,0,0,Intel Celeron,500,0,100.45
HP,Notebook,6,1000 HDD,Nvidia,Windows 10,2.18,70240,0,1,Intel Core i7,1000,0,141.21
Asus,Gaming,8,256 SSD +  1000 HDD,Nvidia,Windows 10,2.591,79910,0,1,Intel Core i7,1000,256,141.21
Dell,2 in 1 Convertible,16,512 SSD,Intel,Windows 10,2.09,103645,1,0,Intel Core i7,0,512,141.21
Acer,Notebook,4,256 SSD,Nvidia,Windows 10,2.23,60745,0,0,Intel Core i5,0,256,141.21
Dell,Ultrabook,8,256 SSD,Intel,Linux/Android/Chrome OS,1.23,96613,1,0,Intel Core i5,0,256,276.05
Acer,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,4.2,228478,0,1,Intel Core i7,1000,256,127.34
Lenovo,Gaming,8,1000 HDD,Nvidia,Windows 10,2.4,71998,0,1,Intel Core i5,1000,0,141.21
HP,Notebook,4,500 HDD,Intel,Windows 10,1.86,42636,0,0,Intel Core i5,500,0,100.45
Apple,Ultrabook,8,256 Flash Storage,Intel,Mac OS,0.92,102239,0,1,Intel Core M,0,0,226.42
Dell,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.6,105404,1,1,Intel Core i5,0,256,165.63
HP,Notebook,12,128 SSD +  1000 HDD,Nvidia,Windows 10,2.21,116656,0,1,Intel Core i7,1000,128,141.21
Lenovo,Notebook,4,1000 HDD,AMD,No OS,1.9,32350,0,0,Intel Core i3,1000,0,100.45
Asus,Gaming,16,512 SSD +  1000 HDD,Nvidia,Windows 10,4.3,189006,0,1,Intel Core i7,1000,512,127.34
Acer,Notebook,4,1000 HDD,Intel,Linux/Android/Chrome OS,2.1,23911,0,0,Intel Celeron,1000,0,100.45
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.43,180118,0,0,Intel Core i7,1000,256,127.34
Dell,Notebook,4,128 SSD,AMD,Windows 10,2.3,43867,0,0,Intel Core i3,0,128,100.45
Lenovo,Notebook,8,500 HDD,Nvidia,No OS,2.2,55295,0,0,Intel Core i7,500,0,100.45
Dell,2 in 1 Convertible,16,512 SSD,Intel,Windows 10,2.0,112964,1,0,Intel Core i7,0,512,141.21
Dell,Ultrabook,16,512 SSD,Intel,Windows 10,1.2,235598,1,0,Intel Core i7,0,512,276.05
Asus,Gaming,8,1000 HDD,Nvidia,Windows 10,2.2,102766,0,0,Intel Core i7,1000,0,141.21
Dell,Notebook,8,256 SSD,AMD,Windows 10,2.36,78151,0,0,Intel Core i5,0,256,141.21
HP,Notebook,8,256 SSD,Intel,Windows 10,1.91,50899,0,0,Intel Core i5,0,256,100.45
Lenovo,Notebook,4,500 HDD,AMD,Windows 10,2.2,26285,0,0,AMD E Series,500,0,100.45
Acer,Notebook,8,1000 HDD,Nvidia,Windows 10,3.3,55295,0,0,Intel Core i3,1000,0,106.11
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.2,215291,0,0,Intel Core i7,1000,256,141.21
Apple,Ultrabook,8,512 Flash Storage,Intel,Mac OS,0.92,112436,0,1,Intel Core M,0,0,226.42
Asus,Notebook,16,128 SSD +  1000 HDD,Nvidia,Windows 10,2.2,153754,0,0,Intel Core i7,1000,128,141.21
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.43,171335,0,1,Intel Core i7,1000,256,127.34
Dell,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,2.191,87822,1,1,Intel Core i5,0,256,141.21
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.9,171336,0,0,Intel Core i7,1000,256,127.34
Acer,Netbook,2,32 SSD,Intel,Linux/Android/Chrome OS,1.3,15296,0,0,Intel Celeron,0,32,135.09
Acer,Notebook,4,1000 HDD,Nvidia,Windows 10,3.3,52570,0,0,Intel Core i3,1000,0,106.11
Lenovo,Notebook,8,1000 HDD,Intel,No OS,2.8,47383,0,0,Intel Core i5,1000,0,106.11
Lenovo,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.6,111821,0,1,Intel Core i7,1000,128,141.21
Acer,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.2,101008,1,1,Intel Core i7,0,256,157.35
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,2.3,134414,0,1,Intel Core i7,0,256,141.21
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.2,129764,0,0,Intel Core i7,1000,128,141.21
HP,Notebook,6,1000 HDD,AMD,Windows 10,2.1,46504,0,0,AMD A Series,1000,0,141.21
Dell,Ultrabook,8,256 SSD,Intel,Windows 7,1.26,150622,1,0,Intel Core i5,0,256,176.23
Dell,2 in 1 Convertible,4,500 HDD,Intel,Windows 10,2.08,44746,1,0,Intel Core i3,500,0,146.86
Asus,Notebook,4,1000 HDD,Intel,Windows 10,2.65,27164,0,0,Intel Pentium,1000,0,100.45
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.29,129843,1,0,Intel Core i7,0,256,276.05
Dell,Notebook,4,1000 HDD,Intel,Linux/Android/Chrome OS,2.18,45876,0,0,Intel Core i5,1000,0,100.45
Lenovo,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,2.6,90459,1,1,Intel Core i7,1000,128,141.21
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.2,101008,0,0,Intel Core i7,1000,128,141.21
Lenovo,Netbook,16,512 SSD,Intel,Windows 10,1.3,145051,1,1,Intel Core i7,0,512,176.23
Dell,Notebook,8,1000 HDD,Intel,Windows 10,2.3,41230,1,0,Intel Core i3,1000,0,100.45
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.7,140480,0,0,Intel Core i7,1000,256,127.34
Apple,Ultrabook,4,256 Flash Storage,Intel,Mac OS,1.08,84305,0,0,Intel Core i5,0,0,135.09
HP,Notebook,4,1000 HDD,Intel,Windows 10,2.1,42020,0,0,Intel Core i3,1000,0,141.21
HP,Ultrabook,8,256 SSD,Intel,Windows 7,1.54,193242,0,0,Intel Core i7,0,256,209.8
Dell,Notebook,4,500 HDD,Intel,Windows 7,2.24,64789,0,0,Intel Core i5,500,0,100.45
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.3,102766,0,0,Intel Core i7,1000,128,141.21
Lenovo,Notebook,16,512 SSD,Intel,Windows 10,1.4,131777,0,1,Intel Core i7,0,512,165.63
Lenovo,Notebook,6,256 SSD,AMD,Windows 10,2.2,52532,0,0,AMD A Series,0,256,141.21
Asus,Ultrabook,8,256 SSD,Intel,Windows 10,1.45,112524,0,0,Intel Core i7,0,256,165.63
Acer,Notebook,4,500 HDD,Intel,Linux/Android/Chrome OS,2.4,31805,0,0,Intel Core i3,500,0,100.45
Dell,2 in 1 Convertible,16,512 SSD,Nvidia,Windows 10,2.77,158150,1,0,Intel Core i7,0,512,127.34
HP,Notebook,4,256 SSD,Intel,Windows 7,1.54,96700,0,0,Intel Core i5,0,256,157.35
